sample	bam_path	input_path
114377	/scratch/ucgd/lustre/UCGD_Staging/hsc_dna_core/ARUP_10Nov2023/WGS_ARUP_10Nov2023/114377/live/PAQ98500_pass_7a295cb7_0908f7cf.bam	/scratch/ucgd/lustre/UCGD_Staging/hsc_dna_core/ARUP_10Nov2023/WGS_ARUP_10Nov2023/114377/20231120_1545_P2S-00725-A_PAQ98500_7a295cb7/pod5_pass
